comment;score;en_com
"
โรงพยาบาลมีเครื่องมือครบครัน สะดวกสบาย มีการจัดคิวได้รวดเร็ว ผมเป็นคนไข้ที่โรงพยาบาลระยองส่งตัวมารักษาโดยใช้สิทธิ 30 บาทในการรักษา ทางโรงพยาบาลได้มีการรักษาอย่างดี และพยาบาลดูแลดีทุกคน มีการชี้แนะนำขั้นตอน เพราะผมไปเป็นคนไข้ใหม่ ซึ่งไม่รู้ขั้นตอนอะไรเรย ทางพยาบาลก็แนะนำอย่างดี การเข้าคิวหาหมอตอนแรกนึกว่าจะช้าอย่างที่เคยไป แต่เข้าหาหมอได้ไวมาก
";4;The hospital has a full range of tools, convenient, fast queuing. I am a patient at Rayong Hospital, sent for treatment by exercising 30 baht for treatment. The hospital has a good treatment. And nurses take good care of everyone There are steps to suggest Because I went to be a new patient Which does not know what steps The nurse is well recommended. Queuing for a doctor at first thought that it would be as slow as ever But went to the doctor very quickly
"
อยู่ตนงข้ามสวนลุมพินี มารถไฟฟ้าหรือรถเมล์ก็สะดวกดี ส่วนตัวเคยไปใช้บริการตรวจสุขภาพไปต่างประเทศเมื่อหลายปีก่อน เจ้าหน้าที่ พยาบาล หมอ ทุกคนพูดจาดี บริการดี แต่ตอนลงทะเบียนผู้ป่วยใหม่ จะงงๆนิดหน่อย คนไข้เยอะ ต้องบริการตนเองเป็นส่วนใหญ่ รอคิวตรวจค่อนข้างนาน ปัจจุบันไม่แน่ใจว่ามีการปรับปรุงเปลี่ยนแปลงบ้างหรือยัง 
";3;Located across from Lumpini Park The train or bus is convenient. Personally, I used to go to a health check service abroad many years ago. Every doctor, doctor, said good service, but when registering a new patient. Will be a little confused Waiting for a long queue Currently not sure if there are any changes or not.
"
มีโอกาศได้เข้ารับการรักษาที่โรงพยาบาลจุฬาลงกรณ์ สภากาชาดไทย โดยได้เข้ารับการตรวจเเผนกหู คอ จมูก ทั่วไปกับอาจารย์เเพทย์ ประทับใจทุกขั้นตอนการให้บริการของโรงพยาบาลจุฬาลงกรณ์ เเพทย์ พยาบาล อาสาสมัคร เจ้าหน้าที่ประชาสัมพันธ์ พร้อมให้คำเเนะนำ สอบถามข้อสัย เเม้จะเป้นคลินิกนอกเวลาราชการผู้ป่วยก้ต้องเข้าคิวรอเป็นจำนวนมาก การเดินทางสะดวกทั้งรถเมย์ประจำทาง รถไฟฟ้าbts สังกัดโรงพยาบาลรัฐ บริการดีเหมือนเอกชน 
";5;Mee Ogas was admitted to the Chulalongkorn Hospital, the Thai Red Cross by receiving a general examination of the nose, throat and nose. Impressed every step of the service of Chulalongkorn Hospital, volunteer nurse, public relations officer Ready to give advice. Ask about questions. It will be a clinic outside of office hours. Patients have to queue for a lot. Convenient transportation, including the May bus, BTS Skytrain, under the government hospital. Good service like private
"
ได้มีโอกาสไปพบหมอมา 2 คลินิก คือ คลินิกผิวหนัง กับคลินิกนารีเวช ประทับใจทุกขั้นตอนการบริการของบุคลากรที่นี่มากๆค่ะ ไม่ว่าจะถาม หรือสงสัย ในส่วนใหน บุคลากรทุกท่านตอบด้วยความเต็มใจ ยิ้มแย้ม ยิ่งหมอนี่ประทับใจมาก ตรวจละเอียด ถามจนกว่าจะแน่ใจว่าคนไข้เป็นอะไรมา ไม่ใช่ถามแบบรีบถามรีบสรุป เหมือนหลายๆโรงพยาบาลที่เคยไปมา คือเข้าพบหมอประมาณเกือบๆครึ่งชั่วโมงเลยค่ะ นั่งซักถามอาการของเราอย่างละเอียด เพิ่งจะเคยเจอที่นี่แหละค่ะ ที่หมอคุยกับคนไข้นานๆ เจอที่ รพ.ประจำที่เคยไป 5 นาที ออกละ หมอรีบไปใหน 
";5;"Have a chance to see the doctor come 2 clinic is a skin clinic. With Naree Vej Clinic Impressed with every step of the service of the personnel here. Regardless of whether or not you have any questions or concerns, all personnel are willing to answer, smiling, even more. Not asking in a hurry. Like many hospitals that have been in Is about to see the doctor for almost half an hour Sit and ask our symptoms thoroughly. I&#39;ve just met here. The doctor talked to the patient for a long time. Found at the regular hospital that had been 5 minutes away. The doctor hurried to"
"
รักษาหลายโรคมากที่นี่ แำทย์ให้เวลากับคนไข้ เก่งและมีความสามารถมากแต่คนไข้เยอะมากๆๆทำให้ต้องรอนาน แม้แต่คลินิกพิเศษก็ยังคนเยอะแต่คุณหมอพูดดี เอาใจใส่ดี ให้ความสำคัญในการรักษา พยาบาลก็เช่นกัน เรารักษาที่นี่มาโดยตลอด ราคาก็ไม่ได้แพงขนาดรับไม่ได้ แลกกับยาและการรักษาที่ได้รับ แต่อยากให้จัดระบบให้รวดเร็วกว่านี้ค่ะ
";4;Treat many diseases here Give time to patients Very talented and talented But many patients have to wait a long time Even the special clinic is still a lot of people. But the doctor said well, paying attention to the importance of treatment Nurses too We keep here. The price is not expensive, the size cannot be accepted. In exchange for medicines and treatments received But want to make the system faster
"
มีระบบการจองคิวที่ดีค่ะ พยาบาลจะคอยแนะนำ ในครั้งแรกที่ไปทำประวัติ และแนะนำให้ไปคลินิคธรรมดาหากไม่ต้องการเสียค่าพบหมอแพง และคุณหมอพูดดีมากๆค่ะ ใจดี การให้บริการระหว่างรอคิวดี แต่อาจจะต้องรอคิวนานหน่อยควรไปตั้งแต่ตีห้าครึ่งเพื่อที่จะได้รับคิวและเพื่อให้ทันในการพบหมอ และคุณพยาบาลที่ทำการเรียกคิวมีการแนะนำว่าหากไม่ต้องการรอคิวนาน ให้ไปทำเรื่องที่ห้องฉุกเฉิน สำหรับผู้ที่ไม่สบาย ปวดหัวตัวร้อน ที่ไม่ต้องการรอคิวนาน
";4;"There is a good queue reservation system. Nurses will recommend The first time he made history And recommend to go to a regular clinic if you do not want to pay for the expensive doctor And the doctor said very well But may have to wait for a long time, should go from five and a half to get the queue and to keep up with the doctor And the nurse who calls the queue has suggested that if you don&#39;t want to wait for a long time To do the matter in the emergency room For those who are sick Headache and fever Who do not want to wait for a long time"
"
รพ. มีระบบการจองคิว และจัดระเบียนคนไข้ดีมาก ฝากครรภ์กับ รพ.จุฬา คุณหมอใส่ใจและ ให้ข้อมมูลการดูแลรักษาและการตรวจฝากครรภ์ ที่เป็นประโชยน์ กับคนไข้ เข้าใจง่าย ทำให้คนไข้มีทางเลือกในการเข้ารับการรักษาและดูแลลูกน้อยอย่างเข้าใจและถูกต้อง เลือกไม่ผิดที่ไว้ใจและฝากลูกน้อยไว้กับการคลอดที่โรงพยาบาลนี้ คุณแม่ท่านใด กำลังคิดจะฝากท้องและคลอดแนะนำที่ รพ.จุฬเลยค่ะ มีทั้งแบบฝากวันธรรมดา และช่วงเลาเย็นหลังเลิกงาน หรือสามารถมาฝากครรภ์ในวันเสาร์อาทิตย์ได้ด้วยค่ะ
";4;The hospital has a queue reservation system. And arranging very good patient records, prenatal care with Chula Hospital, doctor cares and Providing information on maintenance and antenatal examination Which is easy to understand with patients, giving patients the option to receive treatment and care for their children understandably and correctly Choose not guilty, trust and leave your baby with the birth at this hospital. Any mother is thinking about getting pregnant and giving birth at Chulalongkorn Hospital. And during the evening after work Or can go to the antenatal clinic on Saturday
"
ประทับใจหมอและพยาบาลพูดจาดี รู้สึกไม่เหมือนกับโรงพยาบาลรัฐบาลที่อื่น นอกจากคุณหมอจะเก่งและมีความเชี่ยวชาญแล้วยังมีคุณสมบัติอื่นๆที่ดีและน่าประทับใจ คิดไม่ผิดเลยค่ะที่เลือกมาใช้บริการที่นี่ประทับใจหมอและพยาบาลพูดจาดี รู้สึกไม่เหมือนกับโรงพยาบาลรัฐบาลที่อื่น นอกจากคุณหมอจะเก่งและมีความเชี่ยวชาญแล้วยังมีคุณสมบัติอื่นๆที่ดีและน่าประทับใจ คิดไม่ผิดเลยค่ะที่เลือกมาใช้บริการที่นี่
";5;"Impressed by doctors and nurses Feels different from other government hospitals. In addition to being an expert and skilled doctor, there are other good and impressive features. I think it&#39;s wrong to choose to use the service here. Impressed by doctors and nurses Feels different from other government hospitals. In addition to being an expert and skilled doctor, there are other good and impressive features. I think it&#39;s wrong to choose to use the service here."
"
คุณหมอที่นี่เก่งมากค่ะ ผ่าตัดไตคุณพ่อออกทั้งสองข้าง มีความชำนาญมาก ซึ่งปกติแล้วเคสของคุณพ่อจะยากมากๆ แต่คุณหมอก็ทำได้สำเร็จ พยาบาลก็ดีค่ะ แต่บางคนก็พูดจาห้วน ตะโกนใส่พ่อเราบ้าง คือตอนนั้นแกเหมือนจะเมายามอร์ฟีน แกก็ตอบไม่ค่อยรู้เรื่อง ก็น่าจะพูดจากับแกดีๆหน่อย ติตรงนี้ที่เดียวค่ะ เรื่องพยาบาลบางคน นอกนั้นดีค่ะ ตึกพยาบาลก็ใหม่ สะอาด และสะดวกดีค่ะ
";5;The doctor here is very good. Dad kidney surgery on both sides Very skilled Which normally the case of Father is very difficult But the doctor did it successfully Nursing is good. But some people speak short Yelling at my father It was then that she was like being drunk with morphine. You answered a little. Should speak to you This is the only one here. Some nurses outside are good. Nursing buildings are new, clean and convenient.
"
โรงพยาบาลจุฬาฯคือสุดยอดผู้เชี่ยวชาญในเรื่องโรคหัวใจ เด็กเล็กเด็กอ่อนแค่ไหนก็สามารถผ่าตัดช่วยได้ ขอบคุณที่ช่วยชีวิตลูกชาย ให้เราได้ลูกชายที่แข็งแรงกลับมา ขอบคุณจากใจค่ะ
";5;"Chula Hospital is the ultimate expert in heart disease. Young children, little children can help with surgery. Thank you for saving your son&#39;s life. Let us have a strong son back. Thank you from your heart"
"
ไปหาหมอแล้วเจอเจ้าหน้าที่บริการดีรุ้สึกดีมากคั
";5;Go to the doctor and find a good service officer. Feel very good.
"
จากการเข้ารับการรักษาพยาบาลและคุณหมอที่ห้องผ่าตัดใจดีมากค่ะ ให้กำลังใจด้วย
";4;From receiving medical treatment and a doctor at the operating room is very kind To encourage
"
พยาบาลพูดจาไพเราะ เข้าใจง่าย
";5;Nurse speaks melodious and easy to understand.
"
เป็นการรักษาที่มีประสิทธิ์ภาพ ถึงช้าก็รอได้
";5;Is an effective treatment Can wait
"
หมอเจ้าหน้าที่ ยินดีให้คำแนะนำ
";5;Doctor officer Happy to give advice
"
ทีมแพทย์แนวหน้า มีแพทย์เฉพาะทางหลากหลายและรองรับผู้ป่วยเคสยากๆได้อย่างมีประสิทธิภาพ
";5;Front line team There are a variety of specialized doctors and patient cases that are difficult to support effectively.
"
คนเยอะ เนื่องจากเป็นโรงพยาบาลของรัฐ รอคิวนานมากค่ะ กว่าจะได้พบหมอ ค่ารักษาถูก ใช้สิทธิ30บาทรักษาทุกโรค พญาบาลใจดีค่ะ ชอบการอธิบายก่อนจะทำอะไร เช่น ก่อนฉีดยา เขาจะมาบอกก่อนว่าจะทำอะไรบ้าง ดีค่ะ แต่คนเยอะจริงๆ
";3;"A lot of people because it&#39;s a public hospital Waiting for a long time Than to meet the doctor, the treatment fee is exercised 30 baht to cure all diseases Phaya Balai is kind. Like to explain before doing anything, like before injecting, he will tell you what to do, but really a lot of people."
"
เพิ่งผ่าตลอดลูกคนที่สองเมื่อเดือนตุลาคม 59 ค่ะ ตอนไปตรวจทุกเดือนไม่ค่อยชอบ เพราะรอนานมาก แต่ไปทุกครั้งก็รู้สึกว่าเจ้าหน้าที่ทุกคนตั้งใจทำงาน ยิ้มแย้มแจ่มใส ให้ข้อมูลดีมาก จนถึงตอนคลอดยิ่งประทับใจค่ะ พยาบาลเอาใจใส่คนไข้มาก เดินเช็คทั้งคืน ขอให้ช่วยก็ยิ้มแย้ม ไม่มีบ่นเลยค่ะ ไม่เหมือนรพ.เอกชนบางที่ ดึกๆต้องการความช่วยเหลือ กดกริ่งเรียกไปเหมือนเพิ่งตื่นนอน ไม่ยิ้มเลย แต่หมอและพยาบาลที่จุฬามารยาทดี ดูแลคนไข้ดีมากและที่สำคัญค่าใช้จ่ายไม่สูงเกินไป แต่ไม่สะดวกตรงที่ถ้าต้องการรูดบัตรเครดิตต้องมีค่าใช้จ่ายหนึ่งพันบาทขึ้นไปค่ะ
";4;"Just cut through the second child in October 59. When I go to check every month I don&#39;t like Because waiting very long But every time he felt that all the staff were working hard Beaming Provide very good information Until the birth of the child is very impressive The nurse cares for the patient a lot. Check the whole night Please help to smile. No complain Unlike some private hospitals Late night need help Ringing the bell like just waking up, not smiling at all, but a doctor and a nurse who is well-mannered Very good patient care and most importantly, the cost is not too high. But it is inconvenient that if you want to swipe your credit card, you have to spend one thousand baht or more."
"
เมื่อช่วงเช้าของวันที่17ม.ค.2560 ได้ไปใช้บริการที่แผนกกุมารเวช   ระยะเวลาในการรอเป็นปกติของร.พ.รัฐทั่วไป เจ้าหน้าที่ให้ข้อมูลดี มีการประสานงานจากจุดลงทะเบียน จุดคัดกรอง ทั้งที่ลิฟท์ หรือเค้าเตอร์ต่างๆก็ไม่ติดขับ แต่จนท.บางคนอาจจะเสียงแข็งๆ พูดห้วนๆ ไม่มีคะขาเท่ากับของเอกชน  ลูกเราไปฉีดวัคซีน แต่คุณหมอฝึกหัดกับคุณหมอที่เป็นอาจารย์ก็ช่วยดูอาการอื่นๆให้ด้วย  ประทับใจมาก เพราะถ้าเป็นคลินิกย่อย คลินิกหรือรพ.เอกชนอื่นๆก็จะทำตามใบสั่งคือวัคซีนก็วัคซีน ไม่ตรวจหรือสังเกตอะไรเพิ่มเติม  สรุปคือลูกเราซีด เลยต้องเจาะเลือดตรวจ คุณหมอให้ข้อมูลเยอะมาก  ประทับใจจริงๆ  และตอนนี้กำลังรอผลค่ะ
";5;On the morning of 17 Jan 2017 Went to use the service at the pediatric department The waiting period is typical of the general public school. Staff provide good information There is coordination from the registration point, the screening point, either the elevator or the various counters do not drive. But until some people may sound stiff Our children are vaccinated. But the trainee doctor and the teacher who is the teacher helped to see other symptoms as well. Very impressed because if it was a sub clinic Other private clinics or hospitals will follow the prescription, ie vaccines, vaccines. Do not check or observe anything more The conclusion is that our children are pale. So I had to have a blood test. The doctor gave a lot of information. Really impressed And now waiting for the results
"
นักศึกษาแพทย์ดีมากคะสอบถามอาการก่อนเข้าตรวจแล้วก็ตรวจดีมากคะอาจารย์หมอก็ดีมากคะพร้อมให้คำแนะนำเราอีกด้วยชอบมากเลยคะพูดจาไพเราะน่ารักสุดดๆ
";1;The medical students are very good. Ask the symptoms before entering the examination and check very well. The teacher is very good and ready to give us advice as well. I like it very much.
"
คุณหมอใจดี ตรวจสุขภาพฟันทุกครั้งที่เปลี่ยนยาง
";5;Dr. Jaidee checked the dental health every time the tire changed.
"
ใช้เวลานานในทุกจุดที่ไปติดต่อ รวมถึงข้อจำกัดเกี่ยวกับยาที่ใช่ระหว่างรพ.เอกชน & รพ.ของรัฐ
";2;It takes a long time in every point of contact. Including restrictions on drugs that are not between private hospitals and public hospitals
